count,angry,disgust,fear,happy,neutral,sad,surprise,temperature,light,genre
10,1,0,0,1,0,0,0,23.399999999999988,239,rock
12,1,0,0,1,0,0,0,23.19999999999999,224,rock
6,1,0,0,1,0,0,0,20.799999999999997,226,rock
13,1,0,0,1,0,0,0,23.19999999999999,232,rock
12,1,0,0,1,0,0,0,20.599999999999998,204,rock
11,1,0,0,1,0,0,0,20.0,229,rock
5,1,0,0,1,0,0,0,20.999999999999996,231,rock
16,1,0,0,1,0,0,0,21.999999999999993,249,rock
17,1,0,0,1,0,0,0,22.199999999999992,195,rock
5,1,0,0,1,0,0,0,21.399999999999995,189,rock
8,1,0,0,1,0,0,0,21.999999999999993,234,rock
19,1,0,0,1,0,0,0,22.79999999999999,238,rock
17,1,0,0,1,0,0,0,23.399999999999988,243,rock
13,1,0,0,1,0,0,0,21.399999999999995,209,rock
9,1,0,0,1,0,0,0,22.99999999999999,195,rock
13,1,0,0,1,0,0,0,24.199999999999985,180,rock
16,1,0,0,1,0,0,0,21.199999999999996,210,rock
9,1,0,0,1,0,0,0,23.399999999999988,239,rock
12,1,0,0,1,0,0,0,20.599999999999998,190,rock
15,1,0,0,1,0,0,0,22.39999999999999,243,rock
9,1,0,0,1,0,0,0,21.599999999999994,226,rock
9,1,0,0,1,0,0,0,23.19999999999999,251,rock
14,1,0,0,1,0,0,0,20.2,239,rock
7,1,0,0,1,0,0,0,20.0,236,rock
15,1,0,0,1,0,0,0,22.99999999999999,219,rock
11,1,0,0,1,0,0,0,21.199999999999996,185,rock
17,1,0,0,1,0,0,0,22.79999999999999,237,rock
18,1,0,0,1,0,0,0,21.199999999999996,203,rock
5,1,0,0,1,0,0,0,21.999999999999993,248,rock
13,1,0,0,1,0,0,0,21.199999999999996,213,rock
9,1,0,0,1,0,0,0,21.799999999999994,232,rock
6,1,0,0,1,0,0,0,23.999999999999986,238,rock
8,1,0,0,1,0,0,0,23.19999999999999,246,rock
6,1,0,0,1,0,0,0,21.799999999999994,250,rock
18,1,0,0,1,0,0,0,20.799999999999997,185,rock
11,1,0,0,1,0,0,0,22.59999999999999,190,rock
7,1,0,0,1,0,0,0,21.399999999999995,187,rock
5,1,0,0,1,0,0,0,20.2,211,rock
17,1,0,0,1,0,0,0,20.999999999999996,238,rock
18,1,0,0,1,0,0,0,23.19999999999999,234,rock
12,1,0,0,1,0,0,0,20.2,193,rock
12,1,0,0,1,0,0,0,22.59999999999999,180,rock
16,1,0,0,1,0,0,0,22.59999999999999,185,rock
19,1,0,0,1,0,0,0,22.79999999999999,209,rock
6,1,0,0,1,0,0,0,23.599999999999987,224,rock
13,1,0,0,1,0,0,0,21.799999999999994,218,rock
15,1,0,0,1,0,0,0,21.999999999999993,235,rock
13,1,0,0,1,0,0,0,23.999999999999986,229,rock
19,1,0,0,1,0,0,0,20.4,242,rock
16,1,0,0,1,0,0,0,21.999999999999993,180,rock
18,1,0,0,1,0,0,0,20.2,251,rock
6,1,0,0,1,0,0,0,22.99999999999999,248,rock
19,1,0,0,1,0,0,0,20.999999999999996,232,rock
7,1,0,0,1,0,0,0,22.99999999999999,250,rock
6,1,0,0,1,0,0,0,21.599999999999994,199,rock
12,1,0,0,1,0,0,0,21.399999999999995,191,rock
19,1,0,0,1,0,0,0,21.399999999999995,207,rock
12,1,0,0,1,0,0,0,20.599999999999998,237,rock
15,1,0,0,1,0,0,0,22.99999999999999,231,rock
5,1,0,0,1,0,0,0,21.999999999999993,197,rock
19,1,0,0,1,0,0,0,21.999999999999993,243,rock
10,1,0,0,1,0,0,0,20.999999999999996,226,rock
19,1,0,0,1,0,0,0,23.19999999999999,234,rock
13,1,0,0,1,0,0,0,22.59999999999999,195,rock
14,1,0,0,1,0,0,0,23.799999999999986,248,rock
11,1,0,0,1,0,0,0,23.19999999999999,214,rock
14,1,0,0,1,0,0,0,23.999999999999986,237,rock
13,1,0,0,1,0,0,0,23.799999999999986,239,rock
18,1,0,0,1,0,0,0,20.0,225,rock
11,1,0,0,1,0,0,0,23.599999999999987,235,rock
5,1,0,0,1,0,0,0,22.79999999999999,210,rock
6,1,0,0,1,0,0,0,20.799999999999997,252,rock
13,1,0,0,1,0,0,0,24.199999999999985,229,rock
16,1,0,0,1,0,0,0,21.199999999999996,232,rock
9,1,0,0,1,0,0,0,23.599999999999987,195,rock
19,1,0,0,1,0,0,0,23.399999999999988,238,rock
6,1,0,0,1,0,0,0,20.799999999999997,184,rock
19,1,0,0,1,0,0,0,22.39999999999999,231,rock
13,1,0,0,1,0,0,0,20.2,241,rock
14,1,0,0,1,0,0,0,24.199999999999985,215,rock
8,1,0,0,1,0,0,0,20.0,214,rock
13,1,0,0,1,0,0,0,21.799999999999994,220,rock
9,1,0,0,1,0,0,0,22.59999999999999,180,rock
9,1,0,0,1,0,0,0,21.599999999999994,229,rock
14,1,0,0,1,0,0,0,24.199999999999985,218,rock
7,1,0,0,1,0,0,0,22.199999999999992,246,rock
17,1,0,0,1,0,0,0,22.99999999999999,181,rock
16,1,0,0,1,0,0,0,21.199999999999996,197,rock
10,1,0,0,1,0,0,0,22.39999999999999,204,rock
12,1,0,0,1,0,0,0,20.999999999999996,203,rock
5,1,0,0,1,0,0,0,21.199999999999996,204,rock
14,1,0,0,1,0,0,0,21.799999999999994,201,rock
11,1,0,0,1,0,0,0,22.59999999999999,242,rock
16,1,0,0,1,0,0,0,21.999999999999993,187,rock
5,1,0,0,1,0,0,0,22.39999999999999,237,rock
12,1,0,0,1,0,0,0,22.99999999999999,191,rock
18,1,0,0,1,0,0,0,21.799999999999994,238,rock
11,1,0,0,1,0,0,0,23.999999999999986,213,rock
9,1,0,0,1,0,0,0,21.399999999999995,197,rock
18,1,0,0,1,0,0,0,22.59999999999999,224,rock
19,1,0,0,1,0,0,0,21.199999999999996,217,rock
8,1,0,0,1,0,0,0,21.999999999999993,228,rock
7,1,0,0,1,0,0,0,20.4,184,rock
10,1,0,0,1,0,0,0,21.399999999999995,240,rock
7,1,0,0,1,0,0,0,20.2,251,rock
9,1,0,0,1,0,0,0,20.2,188,rock
16,1,0,0,1,0,0,0,24.199999999999985,212,rock
10,1,0,0,1,0,0,0,23.19999999999999,203,rock
7,1,0,0,1,0,0,0,20.999999999999996,183,rock
13,1,0,0,1,0,0,0,20.799999999999997,188,rock
10,1,0,0,1,0,0,0,20.999999999999996,193,rock
10,1,0,0,1,0,0,0,22.199999999999992,217,rock
19,1,0,0,1,0,0,0,22.79999999999999,226,rock
16,1,0,0,1,0,0,0,23.19999999999999,182,rock
17,1,0,0,1,0,0,0,24.199999999999985,250,rock
15,1,0,0,1,0,0,0,20.2,254,rock
5,1,0,0,1,0,0,0,20.799999999999997,192,rock
18,1,0,0,1,0,0,0,22.79999999999999,200,rock
8,1,0,0,1,0,0,0,23.399999999999988,221,rock
10,1,0,0,1,0,0,0,23.999999999999986,228,rock
10,1,0,0,1,0,0,0,20.4,195,rock
10,1,0,0,1,0,0,0,22.99999999999999,198,rock
14,1,0,0,1,0,0,0,23.399999999999988,238,rock
15,1,0,0,1,0,0,0,22.199999999999992,203,rock
14,1,0,0,1,0,0,0,22.99999999999999,232,rock
17,1,0,0,1,0,0,0,22.199999999999992,244,rock
17,1,0,0,1,0,0,0,23.399999999999988,237,rock
6,1,0,0,1,0,0,0,22.39999999999999,231,rock
9,1,0,0,1,0,0,0,24.199999999999985,249,rock
18,1,0,0,1,0,0,0,21.199999999999996,198,rock
17,1,0,0,1,0,0,0,20.599999999999998,238,rock
7,1,0,0,1,0,0,0,20.599999999999998,221,rock
10,1,0,0,1,0,0,0,21.199999999999996,235,rock
11,1,0,0,1,0,0,0,23.19999999999999,228,rock
8,1,0,0,1,0,0,0,21.999999999999993,204,rock
19,1,0,0,1,0,0,0,23.599999999999987,206,rock
13,1,0,0,1,0,0,0,23.399999999999988,235,rock
14,1,0,0,1,0,0,0,23.19999999999999,200,rock
13,1,0,0,1,0,0,0,22.79999999999999,248,rock
12,1,0,0,1,0,0,0,21.199999999999996,249,rock
19,1,0,0,1,0,0,0,21.399999999999995,191,rock
18,1,0,0,1,0,0,0,21.799999999999994,234,rock
18,1,0,0,1,0,0,0,23.999999999999986,204,rock
17,1,0,0,1,0,0,0,23.999999999999986,241,rock
16,1,0,0,1,0,0,0,21.599999999999994,200,rock
12,1,0,0,1,0,0,0,22.99999999999999,251,rock
9,1,0,0,1,0,0,0,23.999999999999986,196,rock
14,1,0,0,1,0,0,0,23.999999999999986,248,rock
5,1,0,0,1,0,0,0,22.199999999999992,236,rock
15,1,0,0,1,0,0,0,22.99999999999999,226,rock
13,1,0,0,1,0,0,0,21.799999999999994,226,rock
17,1,0,0,1,0,0,0,21.799999999999994,251,rock
17,1,0,0,1,0,0,0,22.99999999999999,205,rock
17,1,0,0,1,0,0,0,20.799999999999997,190,rock
16,1,0,0,1,0,0,0,22.79999999999999,221,rock
5,1,0,0,1,0,0,0,23.999999999999986,204,rock
19,1,0,0,1,0,0,0,22.99999999999999,221,rock
15,1,0,0,1,0,0,0,21.799999999999994,198,rock
5,1,0,0,1,0,0,0,23.19999999999999,226,rock
18,1,0,0,1,0,0,0,23.599999999999987,182,rock
14,1,0,0,1,0,0,0,21.399999999999995,229,rock
7,1,0,0,1,0,0,0,21.199999999999996,183,rock
13,1,0,0,1,0,0,0,20.799999999999997,220,rock
9,1,0,0,1,0,0,0,23.399999999999988,209,rock
6,1,0,0,1,0,0,0,23.999999999999986,249,rock
17,1,0,0,1,0,0,0,22.99999999999999,201,rock
15,1,0,0,1,0,0,0,23.999999999999986,205,rock
16,1,0,0,1,0,0,0,21.999999999999993,241,rock
5,1,0,0,1,0,0,0,23.399999999999988,192,rock
7,1,0,0,1,0,0,0,20.799999999999997,250,rock
12,1,0,0,1,0,0,0,23.19999999999999,233,rock
15,1,0,0,1,0,0,0,20.599999999999998,206,rock
16,1,0,0,1,0,0,0,22.199999999999992,244,rock
12,1,0,0,1,0,0,0,21.799999999999994,201,rock
17,1,0,0,1,0,0,0,20.599999999999998,219,rock
15,1,0,0,1,0,0,0,22.39999999999999,205,rock
16,1,0,0,1,0,0,0,23.999999999999986,199,rock
19,1,0,0,1,0,0,0,21.799999999999994,252,rock
8,1,0,0,1,0,0,0,20.4,219,rock
13,1,0,0,1,0,0,0,21.999999999999993,180,rock
14,1,0,0,1,0,0,0,24.199999999999985,221,rock
7,1,0,0,1,0,0,0,21.599999999999994,229,rock
12,1,0,0,1,0,0,0,22.199999999999992,236,rock
8,1,0,0,1,0,0,0,23.799999999999986,183,rock
7,1,0,0,1,0,0,0,23.19999999999999,198,rock
17,1,0,0,1,0,0,0,20.4,247,rock
14,1,0,0,1,0,0,0,20.799999999999997,226,rock
9,1,0,0,1,0,0,0,22.39999999999999,198,rock
16,1,0,0,1,0,0,0,20.999999999999996,213,rock
18,1,0,0,1,0,0,0,21.799999999999994,196,rock
19,1,0,0,1,0,0,0,22.79999999999999,190,rock
16,1,0,0,1,0,0,0,21.999999999999993,254,rock
14,1,0,0,1,0,0,0,23.599999999999987,188,rock
8,1,0,0,1,0,0,0,21.599999999999994,208,rock
10,1,0,0,1,0,0,0,20.4,245,rock
16,1,0,0,1,0,0,0,20.4,190,rock
14,1,0,0,1,0,0,0,22.59999999999999,211,rock
14,1,0,0,1,0,0,0,21.399999999999995,203,rock
8,1,0,0,1,0,0,0,20.0,245,rock
16,1,0,0,1,0,0,0,23.799999999999986,237,rock
15,1,0,0,1,0,0,0,22.59999999999999,204,rock
9,1,0,0,1,0,0,0,20.999999999999996,252,rock
13,1,0,0,1,0,0,0,23.399999999999988,204,rock
9,1,0,0,1,0,0,0,21.399999999999995,187,rock
17,1,0,0,1,0,0,0,20.2,233,rock
17,1,0,0,1,0,0,0,22.39999999999999,213,rock
9,1,0,0,1,0,0,0,23.599999999999987,180,rock
15,1,0,0,1,0,0,0,22.199999999999992,220,rock
12,1,0,0,1,0,0,0,20.599999999999998,227,rock
8,1,0,0,1,0,0,0,23.599999999999987,250,rock
16,1,0,0,1,0,0,0,21.199999999999996,187,rock
16,1,0,0,1,0,0,0,20.799999999999997,253,rock
15,1,0,0,1,0,0,0,22.99999999999999,196,rock
9,1,0,0,1,0,0,0,22.39999999999999,226,rock
14,0,0,0,1,0,0,1,21.0,106,pop
17,0,0,0,1,0,0,1,23.59999999999999,187,pop
15,0,0,0,1,0,0,1,22.399999999999995,186,pop
16,0,0,0,1,0,0,1,23.79999999999999,207,pop
8,0,0,0,1,0,0,1,21.799999999999997,127,pop
13,0,0,0,1,0,0,1,21.4,88,pop
8,0,0,0,1,0,0,1,22.599999999999994,99,pop
16,0,0,0,1,0,0,1,21.999999999999996,209,pop
6,0,0,0,1,0,0,1,24.19999999999999,114,pop
11,0,0,0,1,0,0,1,23.99999999999999,107,pop
7,0,0,0,1,0,0,1,21.999999999999996,181,pop
19,0,0,0,1,0,0,1,21.599999999999998,108,pop
12,0,0,0,1,0,0,1,21.999999999999996,81,pop
15,0,0,0,1,0,0,1,23.39999999999999,119,pop
7,0,0,0,1,0,0,1,23.59999999999999,89,pop
18,0,0,0,1,0,0,1,21.4,83,pop
8,0,0,0,1,0,0,1,21.999999999999996,82,pop
11,0,0,0,1,0,0,1,23.79999999999999,194,pop
7,0,0,0,1,0,0,1,23.59999999999999,113,pop
14,0,0,0,1,0,0,1,21.0,197,pop
16,0,0,0,1,0,0,1,23.79999999999999,212,pop
14,0,0,0,1,0,0,1,22.399999999999995,177,pop
11,0,0,0,1,0,0,1,23.79999999999999,122,pop
19,0,0,0,1,0,0,1,23.99999999999999,90,pop
5,0,0,0,1,0,0,1,21.4,146,pop
9,0,0,0,1,0,0,1,22.199999999999996,110,pop
5,0,0,0,1,0,0,1,23.79999999999999,106,pop
7,0,0,0,1,0,0,1,24.19999999999999,168,pop
19,0,0,0,1,0,0,1,22.199999999999996,92,pop
18,0,0,0,1,0,0,1,22.799999999999994,91,pop
6,0,0,0,1,0,0,1,22.399999999999995,141,pop
12,0,0,0,1,0,0,1,22.799999999999994,153,pop
14,0,0,0,1,0,0,1,23.59999999999999,80,pop
16,0,0,0,1,0,0,1,22.599999999999994,173,pop
18,0,0,0,1,0,0,1,22.599999999999994,116,pop
16,0,0,0,1,0,0,1,21.4,182,pop
5,0,0,0,1,0,0,1,22.399999999999995,194,pop
12,0,0,0,1,0,0,1,22.399999999999995,187,pop
7,0,0,0,1,0,0,1,22.999999999999993,189,pop
6,0,0,0,1,0,0,1,21.4,86,pop
14,0,0,0,1,0,0,1,23.79999999999999,120,pop
17,0,0,0,1,0,0,1,22.399999999999995,143,pop
16,0,0,0,1,0,0,1,22.199999999999996,144,pop
5,0,0,0,1,0,0,1,23.79999999999999,110,pop
18,0,0,0,1,0,0,1,21.2,186,pop
15,0,0,0,1,0,0,1,24.19999999999999,91,pop
14,0,0,0,1,0,0,1,22.999999999999993,134,pop
16,0,0,0,1,0,0,1,21.599999999999998,100,pop
14,0,0,0,1,0,0,1,23.39999999999999,93,pop
12,0,0,0,1,0,0,1,21.2,217,pop
16,0,0,0,1,0,0,1,23.39999999999999,88,pop
5,0,0,0,1,0,0,1,23.59999999999999,113,pop
14,0,0,0,1,0,0,1,23.39999999999999,151,pop
7,0,0,0,1,0,0,1,23.199999999999992,211,pop
14,0,0,0,1,0,0,1,22.999999999999993,91,pop
10,0,0,0,1,0,0,1,23.199999999999992,169,pop
15,0,0,0,1,0,0,1,22.799999999999994,207,pop
18,0,0,0,1,0,0,1,23.59999999999999,107,pop
12,0,0,0,1,0,0,1,22.999999999999993,215,pop
11,0,0,0,1,0,0,1,23.59999999999999,158,pop
15,0,0,0,1,0,0,1,24.19999999999999,137,pop
16,0,0,0,1,0,0,1,21.799999999999997,86,pop
14,0,0,0,1,0,0,1,21.999999999999996,162,pop
12,0,0,0,1,0,0,1,24.19999999999999,122,pop
7,0,0,0,1,0,0,1,22.999999999999993,110,pop
13,0,0,0,1,0,0,1,23.59999999999999,85,pop
16,0,0,0,1,0,0,1,21.799999999999997,151,pop
13,0,0,0,1,0,0,1,23.39999999999999,211,pop
19,0,0,0,1,0,0,1,22.599999999999994,170,pop
15,0,0,0,1,0,0,1,23.99999999999999,175,pop
14,0,0,0,1,0,0,1,21.2,215,pop
17,0,0,0,1,0,0,1,22.799999999999994,217,pop
6,0,0,0,1,0,0,1,21.4,87,pop
7,0,0,0,1,0,0,1,21.2,178,pop
5,0,0,0,1,0,0,1,21.799999999999997,80,pop
13,0,0,0,1,0,0,1,23.79999999999999,184,pop
10,0,0,0,1,0,0,1,21.599999999999998,214,pop
7,0,0,0,1,0,0,1,23.199999999999992,199,pop
13,0,0,0,1,0,0,1,23.99999999999999,120,pop
12,0,0,0,1,0,0,1,21.999999999999996,101,pop
6,0,0,0,1,0,0,1,22.599999999999994,174,pop
9,0,0,0,1,0,0,1,22.799999999999994,90,pop
18,0,0,0,1,0,0,1,21.2,215,pop
11,0,0,0,1,0,0,1,21.2,161,pop
14,0,0,0,1,0,0,1,21.999999999999996,153,pop
15,0,0,0,1,0,0,1,23.99999999999999,213,pop
12,0,0,0,1,0,0,1,21.999999999999996,98,pop
7,0,0,0,1,0,0,1,22.599999999999994,192,pop
19,0,0,0,1,0,0,1,21.2,112,pop
5,0,0,0,1,0,0,1,22.599999999999994,102,pop
13,0,0,0,1,0,0,1,23.59999999999999,157,pop
10,0,0,0,1,0,0,1,22.799999999999994,159,pop
9,0,0,0,1,0,0,1,23.59999999999999,83,pop
19,0,0,0,1,0,0,1,21.799999999999997,215,pop
14,0,0,0,1,0,0,1,22.599999999999994,90,pop
19,0,0,0,1,0,0,1,24.19999999999999,171,pop
15,0,0,0,1,0,0,1,22.199999999999996,145,pop
9,0,0,0,1,0,0,1,21.4,175,pop
13,0,0,0,1,0,0,1,22.599999999999994,128,pop
11,0,0,0,1,0,0,1,23.99999999999999,107,pop
6,0,0,0,1,0,0,1,21.999999999999996,218,pop
14,0,0,0,1,0,0,1,23.39999999999999,92,pop
17,0,0,0,1,0,0,1,22.199999999999996,86,pop
9,0,0,0,1,0,0,1,24.19999999999999,146,pop
13,0,0,0,1,0,0,1,21.799999999999997,199,pop
8,0,0,0,1,0,0,1,23.79999999999999,172,pop
14,0,0,0,1,0,0,1,22.799999999999994,138,pop
9,0,0,0,1,0,0,1,21.0,194,pop
8,0,0,0,1,0,0,1,23.199999999999992,113,pop
15,0,0,0,1,0,0,1,23.99999999999999,195,pop
12,0,0,0,1,0,0,1,22.799999999999994,202,pop
14,0,0,0,1,0,0,1,24.19999999999999,92,pop
9,0,0,0,1,0,0,1,21.4,203,pop
16,0,0,0,1,0,0,1,24.19999999999999,129,pop
8,0,0,0,1,0,0,1,23.99999999999999,131,pop
15,0,0,0,1,0,0,1,23.39999999999999,191,pop
8,0,0,0,1,0,0,1,21.799999999999997,93,pop
19,0,0,0,1,0,0,1,23.199999999999992,86,pop
16,0,0,0,1,0,0,1,24.19999999999999,209,pop
9,0,0,0,1,0,0,1,23.199999999999992,155,pop
9,0,0,0,1,0,0,1,23.59999999999999,107,pop
9,0,0,0,1,0,0,1,22.799999999999994,148,pop
13,0,0,0,1,0,0,1,24.19999999999999,133,pop
5,0,0,0,1,0,0,1,23.199999999999992,154,pop
12,0,0,0,1,0,0,1,22.999999999999993,93,pop
19,0,0,0,1,0,0,1,21.599999999999998,123,pop
9,0,0,0,1,0,0,1,23.79999999999999,127,pop
19,0,0,0,1,0,0,1,21.999999999999996,80,pop
18,0,0,0,1,0,0,1,21.0,131,pop
9,0,0,0,1,0,0,1,21.4,190,pop
11,0,0,0,1,0,0,1,21.2,130,pop
19,0,0,0,1,0,0,1,21.999999999999996,204,pop
8,0,0,0,1,0,0,1,21.999999999999996,214,pop
11,0,0,0,1,0,0,1,21.0,211,pop
18,0,0,0,1,0,0,1,23.99999999999999,113,pop
7,0,0,0,1,0,0,1,22.599999999999994,176,pop
19,0,0,0,1,0,0,1,21.799999999999997,211,pop
17,0,0,0,1,0,0,1,22.799999999999994,210,pop
8,0,0,0,1,0,0,1,23.99999999999999,152,pop
12,0,0,0,1,0,0,1,22.399999999999995,106,pop
16,0,0,0,1,0,0,1,22.199999999999996,145,pop
14,0,0,0,1,0,0,1,21.599999999999998,185,pop
11,0,0,0,1,0,0,1,23.99999999999999,173,pop
8,0,0,0,1,0,0,1,23.199999999999992,129,pop
15,0,0,0,1,0,0,1,23.199999999999992,126,pop
6,0,0,0,1,0,0,1,23.199999999999992,157,pop
16,0,0,0,1,0,0,1,22.399999999999995,126,pop
16,0,0,0,1,0,0,1,22.799999999999994,127,pop
15,0,0,0,1,0,0,1,22.399999999999995,195,pop
9,0,0,0,1,0,0,1,23.79999999999999,93,pop
8,0,0,0,1,0,0,1,21.0,157,pop
13,0,0,0,1,0,0,1,24.19999999999999,148,pop
14,0,0,0,1,0,0,1,23.99999999999999,152,pop
15,0,0,0,1,0,0,1,21.999999999999996,218,pop
16,0,0,0,1,0,0,1,21.4,189,pop
19,0,0,0,1,0,0,1,22.399999999999995,172,pop
14,0,0,0,1,0,0,1,21.4,173,pop
5,0,0,0,1,0,0,1,22.199999999999996,119,pop
10,0,0,0,1,0,0,1,21.599999999999998,129,pop
11,0,0,0,1,0,0,1,22.999999999999993,187,pop
10,0,0,0,1,0,0,1,23.59999999999999,113,pop
18,0,0,0,1,0,0,1,22.599999999999994,82,pop
9,0,0,0,1,0,0,1,21.4,210,pop
14,0,0,0,1,0,0,1,21.2,160,pop
13,0,0,0,1,0,0,1,22.599999999999994,195,pop
10,0,0,0,1,0,0,1,22.199999999999996,133,pop
11,0,0,0,1,0,0,1,23.99999999999999,106,pop
15,0,0,0,1,0,0,1,21.4,90,pop
6,0,0,0,1,0,0,1,23.99999999999999,206,pop
5,0,0,0,1,0,0,1,23.39999999999999,107,pop
12,0,0,0,1,0,0,1,23.59999999999999,194,pop
18,0,0,0,1,0,0,1,22.199999999999996,201,pop
18,0,0,0,1,0,0,1,22.999999999999993,166,pop
18,0,0,0,1,0,0,1,21.2,170,pop
18,0,0,0,1,0,0,1,24.19999999999999,168,pop
19,0,0,0,1,0,0,1,22.999999999999993,105,pop
11,0,0,0,1,0,0,1,24.19999999999999,157,pop
16,0,0,0,1,0,0,1,21.0,87,pop
7,0,0,0,1,0,0,1,24.19999999999999,196,pop
5,0,0,0,1,0,0,1,23.199999999999992,122,pop
12,0,0,0,1,0,0,1,23.59999999999999,217,pop
7,0,0,0,1,0,0,1,21.599999999999998,126,pop
13,0,0,0,1,0,0,1,23.79999999999999,175,pop
9,0,0,0,1,0,0,1,21.0,124,pop
18,0,0,0,1,0,0,1,21.999999999999996,113,pop
19,0,0,0,1,0,0,1,21.599999999999998,94,pop
8,0,0,0,1,0,0,1,21.599999999999998,118,pop
9,0,0,0,1,0,0,1,22.799999999999994,203,pop
8,0,0,0,1,0,0,1,21.4,104,pop
5,0,0,0,1,0,0,1,22.399999999999995,84,pop
10,0,0,0,1,0,0,1,22.999999999999993,91,pop
12,0,0,0,1,0,0,1,21.4,89,pop
19,0,0,0,1,0,0,1,21.599999999999998,209,pop
7,0,0,0,1,0,0,1,22.399999999999995,117,pop
13,0,0,0,1,0,0,1,21.2,132,pop
7,0,0,0,1,0,0,1,23.59999999999999,177,pop
11,0,0,0,1,0,0,1,21.4,102,pop
19,0,0,0,1,0,0,1,21.999999999999996,176,pop
19,0,0,0,1,0,0,1,24.19999999999999,152,pop
9,0,0,0,1,0,0,1,23.59999999999999,193,pop
15,0,0,0,1,0,0,1,23.79999999999999,215,pop
12,0,0,0,1,0,0,1,21.599999999999998,198,pop
14,0,0,0,1,0,0,1,24.19999999999999,135,pop
7,0,0,0,1,0,0,1,22.399999999999995,162,pop
18,0,0,0,1,0,0,1,23.59999999999999,156,pop
13,0,0,0,1,0,0,1,21.4,218,pop
19,0,0,0,1,0,0,1,23.39999999999999,197,pop
6,0,0,0,1,0,0,1,22.399999999999995,102,pop
16,0,0,0,1,0,0,1,21.999999999999996,186,pop
17,0,0,0,1,0,0,1,22.199999999999996,93,pop
8,0,0,0,1,0,0,1,21.2,110,pop
13,0,0,0,1,0,0,1,21.2,92,pop
11,0,0,0,1,0,0,1,21.4,152,pop
9,0,0,0,1,0,0,1,23.59999999999999,138,pop
19,0,0,0,1,0,0,1,22.799999999999994,131,pop
11,0,0,0,1,0,0,1,23.39999999999999,172,pop
10,0,0,0,1,0,0,1,21.799999999999997,170,pop
8,0,0,0,1,0,0,1,23.199999999999992,201,pop
18,0,0,0,1,0,0,1,24.19999999999999,97,pop
19,0,0,0,1,0,0,1,23.199999999999992,127,pop
16,0,0,0,1,0,0,1,22.999999999999993,127,pop
18,0,0,0,1,0,0,1,23.79999999999999,198,pop
13,0,0,0,1,0,0,1,21.4,212,pop
10,0,0,0,1,0,0,1,23.59999999999999,190,pop
19,0,0,0,1,0,0,1,23.99999999999999,117,pop
11,0,0,0,1,0,0,1,21.2,167,pop
15,0,0,0,1,0,0,1,23.99999999999999,111,pop
14,0,0,0,1,0,0,1,23.79999999999999,179,pop
16,0,0,0,1,0,0,1,22.599999999999994,86,pop
16,0,0,0,1,0,0,1,22.199999999999996,181,pop
13,0,0,0,1,0,0,1,23.99999999999999,189,pop
9,0,0,0,1,0,0,1,24.19999999999999,202,pop
19,0,0,0,1,0,0,1,23.199999999999992,169,pop
5,0,0,0,1,0,0,1,21.0,97,pop
5,0,0,0,1,0,0,1,22.799999999999994,89,pop
16,0,0,0,1,0,0,1,21.999999999999996,168,pop
16,0,0,0,1,0,0,1,23.59999999999999,181,pop
8,0,0,0,1,0,0,1,21.999999999999996,83,pop
7,0,0,0,1,0,0,1,23.59999999999999,136,pop
